codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
2933.21.00,-- Hidantoína e seus derivados……………….……………..,Kg,Livre,,,,
2933.29.00,-- Outros……………………………………….…………….,Kg,Livre,,,,
,- Compostos cuja estrutura contém um ciclo piridina (hidrogenado ou não) não condensado:,,,,,,
2933.31.00,-- Piridina e seus sais……………………….……………….,Kg,Livre,,,,
2933.32.00,-- Piperidina e seus sais…………………….……………….,Kg,Livre,,,,
2933.33.00,"--  Alfentanilo  (DCI),  anileridina  (DCI),  bezitramida  (DCI), bromazepam  (DCI),  carfentanilo  (DCI),  cetobemidona  (DCI), difenoxilato  (DCI),   difenoxina  (DCI),   dipipanona  (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI),  fentanilo (DCI), metilfenidato   (DCI),   pentazocina   (DCI),   petidina   (DCI), intermediário A da petidina (DCI), pipradrol (DCI), piritramida (DCI), propiram (DCI), remifentanilo (DCI) e trimeperidina (DCI);
sais destes produtos…………….",Kg,Livre,,,,
2933.34.00,--  Outros fentanilos e seus derivados,Kg,Livre,,,,
2933.35.00,--  Quinuclidin-3-ol,Kg,Livre,,,,
2933.36.00,--  4-Anilino-N-fenetilpiperidina (ANPP),Kg,Livre,,,,
2933.37.00,--  N-Fenetil-4-piperidona (NPP),Kg,Livre,,,,
2933.39.00,-- Outros…………………………………….……………….,Kg,Livre,,,,
,- Compostos cuja estrutura contém ciclos quinoleína ou isoquinoleína (hidrogenados ou não) sem outras condensações:,,,,,,
2933.41.00,-- Levorfanol (DCI) e seus sais………………….…………..,Kg,Livre,,,,
2933.49.00,-- Outros…………………………………………..………….,Kg,Livre,,,,
,- Compostos cuja estrutura contém um ciclo pirimidina (hidrogenado ou não) ou piperazina:,,,,,,
2933.52.00,-- Malonilureia (ácido barbitúrico) e seus sais………………,Kg,Livre,,,,
2933.53.00,"-- Alobarbital (DCI), amobarbital (DCI), barbital (DCI), butalbital (DCI), butabarbital, ciclobarbital  (DCI), fenobarbital (DCI), metilfenobarbital (DCI), pentobarbital (DCI), secbutabarbital (DCI),  secobarbital (DCI) e vinilbital (DCI); sais destes produtos……………………",Kg,Livre,,,,
2933.54.00,-- Outros derivados de malonilureia (ácido barbitúrico); sais destes produtos…………………,Kg,Livre,,,,
2933.55.00,"-- Loprazolam (DCI), mecloqualona (DCI), metaqualona (DCI) e zipeprol (DCI); sais destes produtos…",Kg,Livre,,,,
2933.59.00,-- Outros…………………………………...…………………..,Kg,Livre,,,,
,- Compostos cuja estrutura contém um ciclo triazina (hidrogenado ou não) não condensado:,,,,,,
2933.61.00,-- Melamina…………………………………..……………….,Kg,Livre,,,,
2933.69.00,-- Outros…………………………………..…………………..,Kg,Livre,,,,
,- Lactamas:,,,,,,
2933.71.00,-- 6- Hexanolactama (épsilon-caprolactama)…………….…...,Kg,Livre,,,,
2933.72.00,-- Clobazam (DCI) e metiprilona (DCI)………………….…..,Kg,Livre,,,,
2933.79.00,-- Outras lactamas……………………..………………………,Kg,Livre,,,,
,- Outros:,,,,,,
2933.91.00,"-- Alprazolam  (DCI),  camazepam  (DCI),  clonazepam  (DCI), clorazepato, clordiazepóxido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etilo (DCI), B2249lorazepam   (DCI),   lormetazepam   (DCI),  mazindol  (DCI),medazepam  (DCI),  midazolam  (DCI),  nimetazepam  (DCI), nitrazepam   (DCI),   nordazepam   (DCI),   oxazepam   (DCI), pinazepam   (DCI),   pirovalerona   (DCI),   prazepam   (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes
produtos",Kg,2,,,,
2933.92.00,-- Azinfos-metilo (ISO)…………………………………….,Kg,Livre,,,,
2933.99.00,-- Outros………………………………….…………………..,Kg,Livre,,,,
29.34,"Ácidos nucleicos e seus sais, de constituição química definida ou não; outros compostos heterocíclicos.",,,,,,
2934.10.00,"- Compostos cuja estrutura contém um ciclo tiazol (hidrogenado ou
não) não condensado………………………",Kg,Livre,,,,
2934.20.00,"- Compostos   cuja   estrutura   contém   ciclos   benzotiazol
(hidrogenados ou não) sem outras condensações…………..",Kg,Livre,,,,
2934.30.00,"-Compostos cuja estrutura contém ciclos fenotiazina (hidrogenados
ou não) sem outras condensações……………..",Kg,Livre,,,,
,- Outros:,,,,,,
2934.91.00,"-- Aminorex  (DCI),  brotizolam  (DCI),  clotiazepam  (DCI), cloxazolam (DCI), dextromoramida (DCI), fendimetrazina (DCI), fenmetrazina  (DCI),  haloxazolam  (DCI),  ketazolam  (DCI), mesocarbo (DCI), oxazolam (DCI), pemolina (DCI), e sufentanilo
(DCI); sais destes produtos………………………",Kg,Livre,,,,
2934.92.00,-- Outros fentanilos e seus derivados……………………..,Kg,Livre,,,,
2934.99.00,-- Outros………………………….……..……………………..,Kg,Livre,,,,
29.35,Sulfonamidas.,,,,,,
2935.10.00,- N-Metilperfluoro-octano sulfonamida……………………......,Kg,Livre,,,,
2935.20.00,- N-Etilperfluoro-octano sulfonamida………………………….,Kg,Livre,,,,
2935.30.00,- N-Etil-N-(2-hidroxietil) perfluoro-octano sulfonamida………,Kg,Livre,,,,
2935.40.00,- N-(2-Hidroxietil)-N-metiloperfluoro-octano sulfonamida………,Kg,Livre,,,,
2935.50.00,- Outras perfluoro-octano sulfonamidas………………………..,Kg,Livre,,,,
2935.90.00,- Outras………………………………………………………...,Kg,Livre,,,,
,"XI. PROVITAMINAS, VITAMINAS E HORMONAS",,,,,,
29.36,"Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluindo  os  concentrados  naturais),  bem  como  os  seus derivados   utilizados   principalmente   como   vitaminas,
misturados ou não entre si, mesmo em quaisquer soluções.",,,,,,
,"- Vitaminas e seus derivados, não misturados:",,,,,,
2936.21.00,-- Vitaminas A e seus derivados……………………….……..,Kg,Livre,,,,
2936.22.00,--Vitamina B1 e seus derivados……………………….……..,Kg,Livre,,,,
2936.23.00,--Vitamina B2 e seus derivados……………….……………..,Kg,Livre,,,,
2936.24.00,--Ácido D- ou DL- pantoténico (ou vitamina B5) e seus derivados………….,Kg,Livre,,,,
2936.25.00,--Vitamina B6 e seus derivados………………….…………..,Kg,Livre,,,,
2936.26.00,--Vitamina B12 e seus derivados………………….………….,Kg,Livre,,,,
2936.27.00,-- Vitamina C e seus derivados…………………….………...,Kg,Livre,,,,
2936.28.00,-- Vitamina E e seus derivados………………………..……...,Kg,Livre,,,,
2936.29.00,-- Outras vitaminas e seus derivados…………….…………..,Kg,Livre,,,,
2936.90.00,"- Outras, incluindo os concentrados naturais…………………",Kg,Livre,,,,
29.37,"Hormonas,  prostaglandinas,  tromboxanos  e  leucotrienos, naturais  ou  reproduzidos  por  síntese;  seus  derivados  e análogos  estruturais,  incluindo  os  polipeptídeos  de  cadeia
modificada, utilizados principalmente como hormonas.",,,,,,
,"- Hormonas polipeptídicas, hormonas proteicas e hormonas glicoproteicas, seus derivados e análogos estruturais:",,,,,,
2937.11.00,"-- Somatotropina, seus derivados e análogos estruturais………",Kg,Livre,,,,
2937.12.00,-- Insulina e seus sais…………………….…………………..,Kg,Livre,,,,
2937.19.00,-- Outros……………………………………..………………..,Kg,Livre,,,,
,"- Hormonas esteróides, seus derivados e análogos estruturais:",,,,,,
2937.21.00,"-- Cortisona, hidrocortisona, prednisona (de-hidrocortisona) e prednisolona (de-hidro-hidrocortisona)",Kg,Livre,,,,
2937.22.00,-- Derivados halogenados das hormonas corticosteróides…,Kg,Livre,,,,
2937.23.00,-- Estrogénios e progestogénios……………………..……….,Kg,Livre,,,,
2937.29.00,-- Outros……………………………..………………………..,Kg,Livre,,,,
2937.50.00,"- Prostaglandinas, tromboxanos e leucotrienos, seus derivados e análogos estruturais……….………….",Kg,Livre,,,,
2937.90.00,- Outros………………………….…………..…………………,Kg,Livre,,,,
,"XII. HETEROSÍDEOS E ALCALÓIDES, NATURAIS OU REPRODUZIDOS POR SÍNTESE, SEUS SAIS, ÉTERES, ÉSTERES E OUTROS DERIVADOS",,,,,,
29.38,"Heterosídeos, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",,,,,,
2938.10.00,- Rutósido (rutina) e seus derivados…………………………,Kg,Livre,,,,
2938.90.00,- Outros……………………………...…………………………,Kg,Livre,,,,
29.39,"Alcalóides, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outros derivados.",,,,,,
,- Alcalóides do ópio e seus derivados; sais destes produtos:,,,,,,
2939.11.00,"-- Concentrados de palha de dormideira (papoula); buprenorfina (DCI),  codeína,   di-hidrocodeína  (DCI),  etilmorfina,  etorfina (DCI), folcodina (DCI), heroína, hidrocodona (DCI), hidromorfona (DCI), morfina, nicomorfina (DCI), oxicodona (DCI), oximorfona (DCI),    tebacona    (DCI)    e    tebaína;    sais    destes produtos…………………",Kg,10,,,,
2939.19.00,-- Outros…………………………………...…………………..,Kg,Livre,,,,
2939.20.00,-Alcaloides da quina e seus derivados; sais destes produtos…,Kg,Livre,,,,
2939.30.00,- Cafeína e seus sais……………………………………………,Kg,Livre,,,,
,-Alcaloides da éfedra e seus derivados; sais destes produto:,,,,,,
2939.41.00,-- Efedrina e seus sais……………………………..………….,Kg,10,,,,
2939.42.00,-- Pseudoefedrina (DCI) e seus sais…………….……………,Kg,10,,,,
2939.43.00,-- Catina (DCI) e seus sais……………………..……………..,Kg,Livre,,,,
2939.44.00,-- Norefedrina e seus sais………………………….…………,Kg,Livre,,,,
2939.45.00,"-- Levometanfetamina,   metanfetamina   (DCI),   racemato   de mentafetamina e seus sais…..",Kg,Livre ,,,,
2939.49.00,-- Outros…………………………………………..…………..,Kg,Livre,,,,
,- Teofilina  e  aminofilina  (teofilina-etilenodiamina)  e  seus derivados; sais destes produtos:,,,,,,
2939.51.00,-- Fenetilina (DCI) e seus sais…………………………………,Kg,Livre,,,,
2939.59.00,-- Outros……………………………………………………….,Kg,Livre,,,,
,- Alcalóides da cravagem do centeio (centeio-espigado) e seus derivados; sais destes produtos:,,,,,,
2939.61.00,-- Ergometrina (DCI) e seus sais……………………..………,Kg,Livre,,,,
2939.62.00,-- Ergotamina (DCI) e seus sais……………………………….,Kg,Livre,,,,
2939.63.00,-- Ácido lissérgico e seus sais…………………………...……,Kg,Livre,,,,
2939.69.00,-- Outros……………………………………………………….,Kg,Livre,,,,
,"- Outros, de origem vegetal:",,,,,,
2939.72.00,"-- Cocaína,  ecgonina;  sais,  ésteres  e  outros  derivados  destes produtos…………………",Kg,50,,,,
2939.79.00,-- Outros………………………………………………………,Kg,Livre,,,,
2939.80.00,- Outros………………………………………………………..,Kg,Livre,,,,
,XIII. OUTROS COMPOSTOS ORGÂNICOS,,,,,,
2940.00.00,"Açúcares  quimicamente  puros,  excepto  sacarose,  lactose, maltose, glicose e frutose (levulose); éteres, acetais e ésteres de açúcares, e seus sais, excepto os produtos das posições 29.37,
29.38 ou 29.39……………………",Kg,Livre,,,,
29.41,Antibióticos.,,,,,,
2941.10.00,"- Penicilinas  e  seus  derivados,  com  a  estrutura  do  ácido penicilânico; sais destes produtos…….",Kg,Livre,,,,
2941.20.00,- Estreptomicinas e seus derivados; sais destes produtos……,Kg,Livre,,,,
2941.30.00,- Tetraciclinas e seus derivados; sais destes produtos…………,Kg,Livre,,,,
2941.40.00,- Cloranfenicol e seus derivados; sais destes produtos………..,Kg,Livre,,,,
2941.50.00,- Eritromicina e seus derivados; sais destes produtos…………,Kg,Livre,,,,
2941.90.00,- Outros………………………………………..………………,Kg,Livre,,,,
2942.00.00,Outros compostos orgânicos………………………..……….,Kg,Livre,,,,
30.01,"Glândulas e outros orgãos para usos opoterápicos, dessecados, mesmo em pó; extractos de glândulas ou de outros orgãos ou das suas secreções, para usos opoterápicos; heparina e seus sais; outras substâncias humanas ou animais preparadas para fins  terapêuticos  ou  profilácticos,  não  especificadas  nem compreendidas noutras posições.",,,,,,
3001.20.00,-  Extractos  de  glândulas  ou  de  outros  órgãos  ou  das  suas secreções……………,Kg,Livre,,,,
3001.90.00,- Outros………………………………………………………..,Kg,Livre,,,,
30.02,"Sangue humano; sangue animal preparado para usos terapêuticos, profilácticos ou de diagnóstico; antissoros, outras fracções do sangue e produtos imunológicos, mesmo modificados ou obtidos por  via biotecnológica; vacinas, toxinas,  culturas de microrganismos (excepto  leveduras)  e produtos semelhantes; culturas de células, mesmo modificadas.",,,,,,
,"-  Antissoros, outras fracções do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica:",,,,,,
3002.12.00,-- Antissoros e outras fracções do sangue…………………....,Kg,Livre,,,,
3002.13.00,"-- Produtos imunológicos, não misturados, não apresentados em
doses nem acondicionados para venda a retalho…………...",Kg,Livre,,,,
3002.14.00,"-- Produtos imunológicos, misturados, não apresentados em doses
nem acondicionados para venda a retalho………………",Kg,Livre,,,,
3002.15.00,"-- Produtos   imunológicos,   apresentados   em   doses   ou
acondicionados para venda a retalho…………………………..",Kg,Livre,,,,
,"- Vacinas, toxinas, culturas de microrganismos (exceto leveduras) e
produtos semelhantes:",,,,,,
3002.41,-- Vacinas para medicina humana……………………………...,,,,,,
3002.41.11,--- Vacinas contra coronavírus relacionados com a SARS (da espécie SARS-CoV)……………………….,Kg,Livre,,,,
3002.41.12,--- Vacinas contra Malária…………………………………………………………………………………..,Kg,Livre,,,,
3002.41.19,--- Outros…………………………………..………………….,Kg,Livre,,,,
